http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010790.pub3/full|Blood disorders|Laser therapy for retinopathy in sickle cell disease|Kay Thi Myint, Soumendra Sahoo, Aung Win Thein, Soe Moe, Han Ni|2022-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013669.pub2/full|Mental health|Pharmacological interventions for self‐harm in adults|Katrina G Witt, Sarah E Hetrick, Gowri Rajaram, Philip Hazell, Tatiana L Taylor Salisbury, Ellen Townsend, Keith Hawton|2021-1-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006440.pub3/full|Mental health|Remotely delivered information, training and support for informal caregivers of people with dementia|Eduardo González-Fraile, Javier Ballesteros, José-Ramón Rueda, Borja Santos-Zorrozúa, Ivan Solà, Jenny McCleery|2021-1-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011679.pub2/full|Mental health|Souvenaid for Alzheimer's disease|Marion Burckhardt, Stefan Watzke, Andreas Wienke, Gero Langer, Astrid Fink|2020-12-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013162.pub2/full|Mental health|Cognitive behavioural therapy for anxiety disorders in children and adolescents|Anthony C James, Tessa Reardon, Angela Soler, Georgina James, Cathy Creswell|2020-11-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009178.pub4/full|Mental health|Pharmacotherapies for sleep disturbances in dementia|Jenny McCleery, Ann L Sharpley|2020-11-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013288.pub2/full|Mental health|Specialised early intervention teams for recent‐onset psychosis|Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox|2020-11-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013287.pub2/full|Mental health|Specialised early intervention teams (extended time) for recent‐onset psychosis|Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox|2020-11-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006237.pub4/full|Mental health|Interventions to improve return to work in depressed people|Karen Nieuwenhuijsen, Jos H Verbeek, Angela Neumeyer-Gromen, Arco C Verhoeven, Ute Bültmann, Babs Faber|2020-10-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013738/full|Mental health|Means restriction for the prevention of suicide on roads|Chukwudi Okolie, Keith Hawton, Keith Lloyd, Sian F Price, Michael Dennis, Ann John|2020-9-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012417.pub2/full|Mental health|Psychological and social interventions for the prevention of mental disorders in people living in low‐ and middle‐income countries affected by humanitarian crises|Davide Papola, Marianna Purgato, Chiara Gastaldon, Chiara Bovo, Mark van Ommeren, Corrado Barbui, Wietse A Tol|2020-9-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013458.pub2/full|Mental health|An overview of systematic reviews on mental health promotion, prevention, and treatment of common mental disorders for refugees, asylum seekers, and internally displaced persons|Eleonora Uphoff, Lindsay Robertson, Baltica Cabieses, Francisco J Villalón, Marianna Purgato, Rachel Churchill, Corrado Barbui|2020-9-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010515.pub2/full|Mental health|Personally tailored activities for improving psychosocial outcomes for people with dementia in community settings|Ralph Möhler, Anna Renom, Helena Renom, Gabriele Meyer|2020-8-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003150.pub3/full|Mental health|Aromatherapy for dementia|Emily L Ball, Bethan Owen-Booth, Amy Gray, Susan D Shenkin, Jonathan Hewitt, Jenny McCleery|2020-8-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008016.pub3/full|Mental health|Maintenance treatment with antipsychotic drugs for schizophrenia|Anna Ceraso, Jessie Jingxia LIN, Johannes Schneider-Thoma, Spyridon Siafis, Magdolna Tardy, Katja Komossa, Stephan Heres, Werner Kissling, John M Davis, Stefan Leucht|2020-8-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013461.pub2/full|Mental health|Behavioural activation therapy for depression in adults with non‐communicable diseases|Eleonora Uphoff, Malini Pires, Corrado Barbui, Deepa Barua, Rachel Churchill, Doriana Cristofalo, David Ekers, Edward Fottrell, Papiya Mazumdar, Marianna Purgato, Rusham Rana, Judy Wright, Najma Siddiqi|2020-8-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013006.pub2/full|Mental health|Interventions for the management of obesity in people with bipolar disorder|Agnes Tully, Siobhan Smyth, Yvonne Conway, John Geddes, Declan Devane, John P Kelly, Fionnuala Jordan|2020-7-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005331.pub3/full|Mental health|Psychosocial interventions for conversion and dissociative disorders in adults|Christina A Ganslev, Ole Jakob Storebø, Henriette E Callesen, Rachel Ruddy, Ulf Søgaard|2020-7-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013305.pub2/full|Mental health|Behavioural activation therapy for depression in adults|Eleonora Uphoff, David Ekers, Lindsay Robertson, Sarah Dawson, Emily Sanger, Emily South, Zainab Samaan, David Richards, Nicholas Meader, Rachel Churchill|2020-7-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009533.pub2/full|Mental health|Psychological interventions for psychosis in adolescents|Soumitra S Datta, Rhea Daruvala, Ajit Kumar|2020-7-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013017.pub2/full|Mental health|Psychological therapies for women who experience intimate partner violence|Mohajer Hameed, Lorna O'Doherty, Gail Gilchrist, Judit Tirado-Muñoz, Angela Taft, Patty Chondros, Gene Feder, Melissa Tan, Kelsey Hegarty|2020-7-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013632/full|Mental health|Video calls for reducing social isolation and loneliness in older people: a rapid review|Chris Noone, Jenny McSharry, Mike Smalle, Annette Burns, Kerry Dwan, Declan Devane, Eimear C Morrissey|2020-5-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011898.pub2/full|Mental health|Avatar Therapy for people with schizophrenia or related disorders|Ghazaleh Aali, Timothy Kariotis, Farhad Shokraneh|2020-5-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011459.pub2/full|Mental health|Aspirin and other non‐steroidal anti‐inflammatory drugs for the prevention of dementia|Fionnuala Jordan, Terry J Quinn, Bernadette McGuinness, Peter Passmore, John P Kelly, Catrin Tudur Smith, Kathy Murphy, Declan Devane|2020-4-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011882.pub3/full|Mental health|Simulated presence therapy for dementia|Iosief Abraha, Joseph M Rimland, Isabel Lozano-Montoya, Giuseppina Dell'Aquila, Manuel Vélez-Díaz-Pallarés, Fabiana M Trotta, Alfonso J Cruz-Jentoft, Antonio Cherubini|2020-4-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009628.pub2/full|Mental health|Structural magnetic resonance imaging for the early diagnosis of dementia due to Alzheimer's disease in people with mild cognitive impairment|Gemma Lombardi, Giada Crescioli, Enrica Cavedo, Ersilia Lucenteforte, Giovanni Casazza, Alessandro‐Giacco Bellatorre, Chiara Lista, Giorgio Costantino, Giovanni Frisoni, Gianni Virgili, Graziella Filippini|2020-3-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012670.pub2/full|Mental health|Benzodiazepines for treatment of patients with delirium excluding those who are cared for in an intensive care unit|Yan Li, Jun Ma, Yinghui Jin, Nan Li, Rui Zheng, Wei Mu, Jiaying Wang, Jin Hua Si, Jing Chen, Hong Cai Shang|2020-2-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012277.pub3/full|Mental health|Computerised cognitive training for 12 or more weeks for maintaining cognitive function in cognitively healthy people in late life|Nicola J Gates, Anne WS Rutjes, Marcello Di Nisio, Salman Karim, Lee‐Yee Chong, Evrim March, Gabriel Martínez, Robin WM Vernooij|2020-2-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011961.pub2/full|Mental health|Cognitive training interventions for dementia and mild cognitive impairment in Parkinson’s disease|Vasiliki Orgeta, Kathryn R McDonald, Ellen Poliakoff, John Vincent Hindle, Linda Clare, Iracema Leroi|2020-2-26
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013543/full|Mental health|Means restriction for the prevention of suicide by jumping|Chukwudi Okolie, Suzanne Wood, Keith Hawton, Udai Kandalama, Alexander C Glendenning, Michael Dennis, Sian F Price, Keith Lloyd, Ann John|2020-2-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010569.pub3/full|Mental health|Enhanced rehabilitation and care models for adults with dementia following hip fracture surgery|Toby O Smith, Anthony W Gilbert, Ashwini Sreekanta, Opinder Sahota, Xavier L Griffin, Jane L Cross, Chris Fox, Sarah E Lamb|2020-2-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003437.pub4/full|Mental health|Pharmacological, psychological, and non‐invasive brain stimulation interventions for treating depression after stroke|Sabine Allida, Katherine Laura Cox, Cheng‐Fang Hsieh, Helen Lang, Allan House, Maree L Hackett|2020-1-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013128.pub2/full|Mental health|Interventions for chronic pruritus of unknown origin|Andrea Andrade, Chii Yang Kuah, Juliana Esther Martin‐Lopez, Shunjie Chua, Volha Shpadaruk, Gloria Sanclemente, Juan VA Franco|2020-1-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004770.pub3/full|Mental health|Drug therapy for delirium in terminally ill adults|Anne M Finucane, Louise Jones, Baptiste Leurent, Elizabeth L Sampson, Patrick Stone, Adrian Tookman, Bridget Candy|2020-1-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013299.pub2/full|Mental health|Pharmacy‐based management for depression in adults|Jennifer Valeska Elli Brown, Nick Walton, Nicholas Meader, Adam Todd, Lisa AD Webster, Rachel Steele, Stephanie J Sampson, Rachel Churchill, Dean McMillan, Simon Gilbody, David Ekers|2019-12-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013282.pub2/full|Mental health|Addenbrooke’s Cognitive Examination III (ACE‐III) and mini‐ACE for the detection of dementia and mild cognitive impairment|Lucy C Beishon, Angus P Batterham, Terry J Quinn, Christopher P Nelson, Ronney B Panerai, Thompson Robinson, Victoria J Haunton|2019-12-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010557.pub2/full|Mental health|Pharmacological interventions for treatment‐resistant depression in adults|Philippa Davies, Sharea Ijaz, Catherine J Williams, David Kessler, Glyn Lewis, Nicola Wiles|2019-12-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008661.pub2/full|Mental health|Modafinil for people with schizophrenia or related disorders|Javier Ortiz-Orendain, Sergio A Covarrubias-Castillo, Alan Omar Vazquez-Alvarez, Santiago Castiello-de Obeso, Gustavo E Arias Quiñones, Maya Seegers, Luis Enrique Colunga-Lozano|2019-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001088.pub4/full|Mental health|Psychosocial interventions for people with both severe mental illness and substance misuse|Glenn E Hunt, Nandi Siegfried, Kirsten Morley, Carrie Brooke‐Sumner, Michelle Cleary|2019-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011326.pub2/full|Mental health|Treatments for primary delusional infestation|Iyas Assalman, Alia Ahmed, Randa Alhajjar, Anthony P Bewley, Ruth Taylor|2019-12-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011257.pub2/full|Mental health|Couple and family therapies for post‐traumatic stress disorder (PTSD)|Aino Suomi, Lynette Evans, Bryan Rodgers, Stephanie Taplin, Sean Cowlishaw|2019-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004542.pub3/full|Mental health|Psychosocial interventions for preventing and treating depression in dialysis patients|Patrizia Natale, Suetonia C Palmer, Marinella Ruospo, Valeria M Saglimbene, Kannaiyan S Rabindranath, Giovanni FM Strippoli|2019-12-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009501.pub2/full|Mental health|Psychological interventions for co‐occurring depression and substance use disorders|Leanne Hides, Catherine Quinn, Stoyan Stoyanov, David Kavanagh, Amanda Baker|2019-11-26
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013243.pub2/full|Mental health|Animal‐assisted therapy for dementia|Nai Ming Lai, Sharon Mei Wern Chang, Siok Shen Ng, Shir Ley Tan, Nathorn Chaiyakunapruk, Fiona Stanaway|2019-11-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012898.pub2/full|Mental health|Present‐centered therapy (PCT) for post‐traumatic stress disorder (PTSD) in adults|Bradley E Belsher, Erin Beech, Daniel Evatt, Derek J Smolenski, M Tracie Shea, Jean Lin Otto, Craig S Rosen, Paula P Schnurr|2019-11-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008900.pub3/full|Mental health|Cerebrolysin for vascular dementia|Shuhui Cui, Ning Chen, Mi Yang, Jian Guo, Muke Zhou, Cairong Zhu, Li He|2019-11-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012236.pub2/full|Mental health|Interventions for prodromal stage of psychosis|Dina Bosnjak Kuharic, Ivana Kekin, Joanne Hew, Martina Rojnic Kuzman, Livia Puljak|2019-11-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010901.pub3/full|Mental health|Interventions for drug‐using offenders with co‐occurring mental health problems|Amanda E Perry, Marrissa Martyn‐St James, Lucy Burns, Catherine Hewitt, Julie M Glanville, Anne Aboaja, Pratish Thakkar, Keshava Murthy Santosh Kumar, Caroline Pearson, Kath Wright, Shilpi Swami|2019-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004052.pub2/full|Mental health|Valproate for acute mania|Janina Jochim, Raphael P Rifkin‐Zybutz, John Geddes, Andrea Cipriani|2019-10-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011749.pub2/full|Mental health|Pharmacological interventions for the treatment of delirium in critically ill adults|Lisa Burry, Brian Hutton, David R Williamson, Sangeeta Mehta, Neill KJ Adhikari, Wei Cheng, E. Wesley Ely, Ingrid Egerod, Dean A Fergusson, Louise Rose|2019-9-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012116.pub2/full|Mental health|Acetylsalicylic acid (aspirin) for schizophrenia|Lena Schmidt, Emma Phelps, Johannes Friedel, Farhad Shokraneh|2019-8-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006869.pub3/full|Mental health|Multiple session early psychological interventions for the prevention of post‐traumatic stress disorder|Neil P Roberts, Neil J Kitchiner, Justin Kenardy, Lindsay Robertson, Catrin Lewis, Jonathan I Bisson|2019-8-8
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006570.pub3/full|Mental health|Benzodiazepines for catatonia in people with schizophrenia or other serious mental illnesses|Hadar Zaman, Roger Carl Gibson, Geoffrey Walcott|2019-8-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011271.pub3/full|Mental health|Melatonin and agomelatine for preventing seasonal affective disorder|Barbara Nussbaumer‐Streit, Amy Greenblatt, Angela Kaminski‐Hartenthaler, Megan G Van Noord, Catherine A Forneris, Laura C Morgan, Bradley N Gaynes, Jörg Wipplinger, Linda J Lux, Dietmar Winkler, Gerald Gartlehner|2019-6-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001026.pub2/full|Mental health|Antidepressants plus benzodiazepines for adults with major depression|Yusuke Ogawa, Nozomi Takeshima, Yu Hayasaka, Aran Tajika, Norio Watanabe, David Streiner, Toshi A Furukawa|2019-6-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004048.pub4/full|Mental health|Lithium for acute mania|Rebecca F McKnight, Saïk J.G.N. de La Motte de Broöns de Vauvert, Edward Chesney, Ben H Amit, John Geddes, Andrea Cipriani|2019-6-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011270.pub3/full|Mental health|Psychological therapies for preventing seasonal affective disorder|Catherine A Forneris, Barbara Nussbaumer‐Streit, Laura C Morgan, Amy Greenblatt, Megan G Van Noord, Bradley N Gaynes, Jörg Wipplinger, Linda J Lux, Dietmar Winkler, Gerald Gartlehner|2019-5-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012855.pub2/full|Mental health|Comparative effectiveness of continuation and maintenance treatments for persistent depressive disorder in adults|Katja Machmutow, Ramona Meister, Alessa Jansen, Levente Kriston, Birgit Watzke, Martin Christian Härter, Sarah Liebherz|2019-5-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004780.pub4/full|Mental health|Family therapy approaches for anorexia nervosa|Caroline A Fisher, Sonja Skocic, Kathleen A Rutherford, Sarah E Hetrick|2019-5-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009537.pub3/full|Mental health|Interventions for preventing delirium in older people in institutional long‐term care|Rebecca Woodhouse, Jennifer K Burton, Namrata Rana, Yan Ling Pang, Jennie E Lister, Najma Siddiqi|2019-4-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011408.pub2/full|Mental health|Haloperidol discontinuation for people with schizophrenia|Adib Essali, Khaled Turkmani, Shaimaa Aboudamaah, Alaa AbouDamaah, Mohammad Reyad Diaa Aldeen, Mohamad Essam Marwa, Nawar AlMounayer|2019-4-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012807.pub2/full|Mental health|Yoga as part of a package of care versus non‐standard care for schizophrenia|Julie Broderick, Davy Vancampfort|2019-4-16
